ADDRESS,CITY,ZIP CODE,PHONE NUMBER,GEOMETRY,Apartment Complex Name
"15580 GEORGE O'NEAL RD, BLDG 10",BATON ROUGE,70817,,POINT (-91.013591064229 30.404856800214),SPRING BROOK APARTMENTS
5206 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136142539677 30.440535276208),PATRICIAN APARTMENTS
7942 BLES AVE,BATON ROUGE,70810,,POINT (-91.107427109396 30.391057608945),APARTMENTS
"6444 JONES CREEK RD, BLDG 18",BATON ROUGE,70817,,POINT (-91.018882992351 30.395459272118),IVY PARK APARTMENTS
11549 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055710703287 30.421012968406),COTTAGES AT SOUTHFORK APARTMENTS
1819 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.04323121936 30.469023479034),APARTMENTS
11566 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055277201328 30.419101044414),COTTAGES AT SOUTHFORK APARTMENTS
5158 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136652523606 30.440751376929),PATRICIAN APARTMENTS
6875 HARRY DR,BATON ROUGE,70806,,POINT (-91.120773627582 30.457620279616),CABANA GARDENS APARTMENTS
7987 PECUE LN,BATON ROUGE,70809,,POINT (-91.040246847502 30.377372776665),TUSCANY VILLAS APARTMENTS (PECUE)
317 EAST DR,BATON ROUGE,70806,,POINT (-91.149132548553 30.446242488709),APARTMENTS
5238 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.135988740313 30.441278320345),PATRICIAN APARTMENTS
1741 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177872349054 30.387317145001),THE GATES AT BRIGHTSIDE APARTMENTS
1152 ROSENWALD RD,BATON ROUGE,70807,,POINT (-91.181731198816 30.531247765658),ROSENWALD PLACE APARTMENTS
1737 N HARCO DR,BATON ROUGE,70815,,POINT (-91.042252369321 30.468833285721),CHERRY CREEK APARTMENTS
1001 ASTER ST,BATON ROUGE,70802,,POINT (-91.18877124566 30.419247107382),APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 3",BATON ROUGE,70817,,POINT (-91.012657112635 30.405996872258),SPRING BROOK APARTMENTS
1911 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.173764424482 30.557157417634),VILLAGE GREEN APARTMENTS 6
"1741 BRIGHTSIDE DR, BLDG I",BATON ROUGE,70820,,POINT (-91.178201557353 30.386905061773),THE GATES AT BRIGHTSIDE APARTMENTS
5465 ESSEN LN,BATON ROUGE,70809,,POINT (-91.103651725548 30.396924044565),SILVERSIDE PLANTATION APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1514",BATON ROUGE,70820,,POINT (-91.178313394089 30.390283520688),SHARLO TERRACE APARTMENTS 1
10125 OLD SIEGEN LN,BATON ROUGE,70810,,POINT (-91.080901079587 30.35718743883),SIEGEN OAKS APARTMENTS
5960 SIEGEN LN,BATON ROUGE,70809,,POINT (-91.059920079137 30.395970000602),BRISTOL PLACE APARTMENTS
3687 COTTAGEWOOD DR,BATON ROUGE,70816,,POINT (-91.056744998653 30.419718565111),COTTAGES AT SOUTHFORK APARTMENTS
11523 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055812535147 30.419474129894),COTTAGES AT SOUTHFORK APARTMENTS
7431 PLANK RD,BATON ROUGE,70807,,POINT (-91.148665463182 30.517317733186),THE RESERVE AT HOWELL PLACE APARTMENTS
7945 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104848554005 30.421117264292),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1231 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140624240604 30.459886533372),PROVINCIAL NORTH APARTMENTS
1112 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127455413558 30.460232306343),DALI PLACE APARTMENTS
"11555 SOUTHFORK AVE, BLDG E",BATON ROUGE,70816,,POINT (-91.056741651366 30.42294297219),REGENCY CLUB APARTMENTS
1984 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.175918215638 30.389619961247),BRIGHTSIDE COMMONS APARTMENTS
4466 ALVIN DARK AVE,BATON ROUGE,70820,,POINT (-91.180911468715 30.394611791566),CAMBRIDGE APARTMENTS
1399 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139686657478 30.460176021444),PROVINCIAL NORTH APARTMENTS
2502 GATES CIR,BATON ROUGE,70809,,POINT (-91.123995831281 30.423254167367),GATES AT CITIPLACE APARTMENTS
1363 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140494279101 30.460139180621),PROVINCIAL NORTH APARTMENTS
1147 W CHIMES ST,BATON ROUGE,70802,,POINT (-91.18963327079 30.418772113548),JONTE' LAKE APARTMENTS
7912 BLES AVE,BATON ROUGE,70810,,POINT (-91.107891259808 30.391360503773),APARTMENTS
5457 ESSEN LN,BATON ROUGE,70809,,POINT (-91.104250999249 30.397283373234),SILVERSIDE PLANTATION APARTMENTS
4029 SOUTHPARK DR,BATON ROUGE,70816,,POINT (-91.057784116691 30.413625323213),APARTMENTS
1680 COTTONDALE DR,BATON ROUGE,70815,,POINT (-91.082883356947 30.437241743325),APARTMENTS
1251 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140889430011 30.460059913345),PROVINCIAL NORTH APARTMENTS
3515 O'NEAL LN,BATON ROUGE,70816,,POINT (-91.007022925057 30.420575915784),APARTMENTS
1223 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140389423387 30.459893794657),PROVINCIAL NORTH APARTMENTS
2828 ALASKA ST,BATON ROUGE,70802,,POINT (-91.184718523252 30.422183922251),UNIVERSITY GARDENS APARTMENTS 4
4221 BURBANK DR,BATON ROUGE,70808,,POINT (-91.176057284355 30.401722453836),GASLITE I APARTMENTS
643 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154102384278 30.442351447387),VILLA ROSE APARTMENTS 4
1708 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177540979955 30.388352248942),BRIGHTSIDE MANOR APARTMENTS
1940 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.173344264928 30.556614823354),VILLAGE GREEN APARTMENTS 14
17505 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-90.99641429139 30.362232463672),HIGHLAND CLUB APARTMENTS
"15580 GEORGE O'NEAL RD, BLDG 11",BATON ROUGE,70817,,POINT (-91.012883892779 30.404787891919),SPRING BROOK APARTMENTS
1132 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.126563945392 30.46038482718),DALI PLACE APARTMENTS
7814 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104284848308 30.419567381954),MAISON BOCAGE APARTMENTS AND TOWNHOMES
7501 PLANK RD,BATON ROUGE,70807,,POINT (-91.147444654196 30.517677235392),THE RESERVE AT HOWELL PLACE APARTMENTS
1644 CLEAR LAKE AVE,BATON ROUGE,70808,,POINT (-91.11432301724 30.38898171227),APARTMENTS
"11070 MEAD RD, BLDG 16",BATON ROUGE,70816,,POINT (-91.058865991766 30.423922927698),WILLOWBEND LAKES APARTMENTS
7817 BLES AVE,BATON ROUGE,70810,,POINT (-91.108099746462 30.392190568428),APARTMENTS
5057 BAKER BLVD,BAKER,70714,,POINT (-91.146621274727 30.595045381736),GREENWOOD FOREST APARTMENTS
5433 ESSEN LN,BATON ROUGE,70809,,POINT (-91.105794463652 30.398374686365),SILVERSIDE PLANTATION APARTMENTS
222 E BOYD DR,BATON ROUGE,70808,,POINT (-91.173626419108 30.402752833765),PARK PLACE BATON ROUGE APARTMENTS
656 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.154331047957 30.441959988804),THE VILLAS APARTMENTS
11524 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055923241487 30.420644550794),COTTAGES AT SOUTHFORK APARTMENTS
7752 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.10531504901 30.419849340098),MAISON BOCAGE APARTMENTS AND TOWNHOMES
5000 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.13740806997 30.441116030009),THE PATRICIAN APARTMENTS
5421 ESSEN LN,BATON ROUGE,70809,,POINT (-91.106587074524 30.399126064246),COBBLESTONE AT ESSEN APARTMENTS
1265 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140902151293 30.460289955888),PROVINCIAL NORTH APARTMENTS
8335 SUMMA AVE,BATON ROUGE,70809,,POINT (-91.099439789366 30.398775423909),NEW RICHMOND QUARTER APARTMENTS
3335 CAROL DR,BATON ROUGE,70806,,POINT (-91.154202994865 30.442957617743),THE VILLAS APARTMENTS
363 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.150328542641 30.445592400856),CASA DEL SOL APARTMENTS
1325 NORTH ST,BATON ROUGE,70802,,POINT (-91.176541554923 30.453047365754),DEVILLE APARTMENTS
1245 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140883057015 30.459951544862),PROVINCIAL NORTH APARTMENTS
3542 MARIE DR,BATON ROUGE,70806,,POINT (-91.152754471795 30.440298310311),THE VILLAS APARTMENTS
4065 BURBANK DR,BATON ROUGE,70808,,POINT (-91.178065731528 30.40301077998),WILLIAMSBURG APARTMENTS
1511 CRISTY DR,BATON ROUGE,70815,,POINT (-91.046072843644 30.466046272635),APARTMENTS
1614 LA ANNIE DR,BATON ROUGE,70815,,POINT (-91.043628314254 30.467592120945),APARTMENTS
447 STEELE BLVD,BATON ROUGE,70806,,POINT (-91.150467804025 30.444876966158),STEELE BOULEVARD APARTMENTS
591 ASTER ST,BATON ROUGE,70802,,POINT (-91.183041836273 30.419121492807),WEST CAMPUS APARTMENTS BLDG #9
1710 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.177352846872 30.388334460579),BRIGHTSIDE MANOR APARTMENTS
"12400 JEFFERSON HWY, BLDG 5",BATON ROUGE,70816,,POINT (-91.04579363258 30.393646378957),JEFFERSON LAKES APARTMENTS
4829 DORAL DR,BATON ROUGE,70816,,POINT (-91.037079354415 30.407046926337),APARTMENTS
11888 LONGRIDGE AVE,BATON ROUGE,70816,,POINT (-91.048601935714 30.421240605492),THE VILLAS AT STONE CREEK APARTMENTS
821 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.129482694493 30.457100396381),DRAKES LANDING APARTMENTS
8941 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.086743493743 30.418205891364),THE ARTS APARTMENTS AT JEFFERSON HEIGHTS
7894 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103727310144 30.420634262416),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"1678 BRIGHTSIDE DR, STE A",BATON ROUGE,70820,,POINT (-91.176413078054 30.388269433935),BRIGHTSIDE COMMONS APARTMENTS
4256 JEFFERSON ST,BAKER,70714,,POINT (-91.154939757312 30.590380394742),CHARLESTON OAKS APARTMENTS
"3002 MASON AVE, BLDG 119",BATON ROUGE,70805,,POINT (-91.160273322841 30.50545095934),MONTE SANO VILLAGE APARTMENTS
10390 JEFFERSON HWY,BATON ROUGE,70809,,POINT (-91.068063951812 30.407911464965),JEFFERSON ARMS APARTMENTS
3112 MISSION DR,BATON ROUGE,70805,,POINT (-91.144394895888 30.47694854943),VISTA APARTMENTS
2504 HOLLYWOOD ST,BATON ROUGE,70805,,POINT (-91.166083467221 30.499004703549),HOLLYWOOD APARTMENTS 04
11070 MEAD RD,BATON ROUGE,70816,,POINT (-91.058649708673 30.426488441512),WILLOWBEND LAKES APARTMENTS
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
"433 LONGWOOD CT, APTS E-H",BATON ROUGE,70806,,POINT (-91.143389139151 30.444659386048),LONGWOOD COURT APARTMENTS
426 LONGWOOD CT,BATON ROUGE,70806,,POINT (-91.143937123512 30.445014963716),APARTMENTS
5116 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136712895306 30.4413025536),PATRICIAN APARTMENTS
5421 ESSEN LN,BATON ROUGE,70809,,POINT (-91.106587074524 30.399126064246),COBBLESTONE AT ESSEN APARTMENTS
2121 HIGHLAND RD,BATON ROUGE,70802,,POINT (-91.180844032531 30.428151036423),BROOKSIDE APARTMENTS
7441 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106450773451 30.41933322965),MAISON BOCAGE APARTMENTS AND TOWNHOMES
686 MONET DR,BATON ROUGE,70806,,POINT (-91.116971204591 30.456225764854),NINE OAKS APARTMENTS 1
1810 OLIVE ST,BATON ROUGE,70802,,POINT (-91.169842111436 30.439174569472),APARTMENTS
6315 GREENWELL ST,BATON ROUGE,70812,,POINT (-91.127646877349 30.502781192934),URBAN MEADOWS APARTMENTS
1052 N ARDENWOOD DR,BATON ROUGE,70806,,POINT (-91.127420054992 30.459604388005),DALI PLACE APARTMENTS
"449 BEN HUR RD, BLDG 2",BATON ROUGE,70820,,POINT (-91.156276594979 30.386185373064),THE EXCHANGE AT BATON ROUGE APARTMENTS
1710 N MARQUE ANN DR,BATON ROUGE,70815,,POINT (-91.042651112729 30.468591349018),CHERRY CREEK APARTMENTS
1682 LOBDELL BLVD,BATON ROUGE,70806,,POINT (-91.116571670612 30.464021997981),WOODCREST APARTMENTS
10050 HYACINTH AVE,BATON ROUGE,70810,,POINT (-91.100718917453 30.379905162522),PARK APARTMENTS
3359 CAROL DR,BATON ROUGE,70806,,POINT (-91.153792202672 30.442980563499),THE VILLAS APARTMENTS
3003 S RIVER RD,BATON ROUGE,70802,,POINT (-91.193032058191 30.420176968043),CANTERBURY SQUARE APARTMENTS
809 SUMMER BREEZE DR,BATON ROUGE,70810,,POINT (-91.117723505213 30.359110642181),SUMMERWOOD VILLAS APARTMENTS
1043 MONET DR,BATON ROUGE,70806,,POINT (-91.117674584773 30.459450380928),APARTMENTS
4045 HIGHLAND RD,BATON ROUGE,70808,,POINT (-91.174388322327 30.410464434339),459 COMMONS APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 17",BATON ROUGE,70820,,POINT (-91.180239767678 30.388578493884),RETREAT AT BRIGHTSIDE APARTMENTS
10813 SCENIC HWY,BATON ROUGE,70807,,POINT (-91.192318375344 30.542098665397),10813 SCENIC HWY APARTMENT
5061 BAKER BLVD,BAKER,70714,,POINT (-91.146796491802 30.594675782169),GREENWOOD FOREST APARTMENTS
7431 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106811002301 30.419180542977),MAISON BOCAGE APARTMENTS AND TOWNHOMES
10221 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.111526117204 30.350875360522),THE BEND ON BLUEBONNET APARTMENTS
7503 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106853241573 30.419381497556),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1859 FAIRCHILD ST,BATON ROUGE,70807,,POINT (-91.173176814828 30.522553168327),1859 FAIRCHILD STREET APARTMENT
3928 GOURRIER AVE,BATON ROUGE,70808,,POINT (-91.180412363307 30.403754627701),TIGER POINTE APARTMENTS
1361 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140553528884 30.460139266988),PROVINCIAL NORTH APARTMENTS
11440 BARD AVE,BATON ROUGE,70815,,POINT (-91.055943085465 30.467628726318),PINE GROVE APARTMENTS
4270 MOHICAN-PRESCOTT XOVR,BATON ROUGE,70805,,POINT (-91.146595785014 30.485602275634),NEW BEGINNINGS APARTMENTS
411 EAST DR,BATON ROUGE,70806,,POINT (-91.149210847843 30.445331695466),VILLA D'ESTE APARTMENTS 1
8215 YMCA PLAZA DR,BATON ROUGE,70810,,POINT (-91.075412354269 30.372962334474),THE HAVEN AT WINDERMERE APARTMENTS
9985 AVENUE H,BATON ROUGE,70807,,POINT (-91.197313216919 30.535242832598),CRESTWORTH PLACE APARTMENTS
2370 BALIS DR,BATON ROUGE,70808,,POINT (-91.14071944779 30.426967884771),BALIS STREET APARTMENTS
947 N BON MARCHE DR,BATON ROUGE,70806,,POINT (-91.116492245645 30.459818903794),OAK PARK PLAZA APARTMENTS
"9989 BURBANK DR, BLDG J",BATON ROUGE,70810,,POINT (-91.11492874479 30.358800205447),THE ARTS APARTMENTS AT BLUEBONNET PLACE
18634 JEFFERSON HWY,BATON ROUGE,70817,,POINT (-90.989634996155 30.351110041359),PECAN CREEK APARTMENTS
4189 W BROOKSTOWN DR,BATON ROUGE,70805,,POINT (-91.133421302224 30.488577789456),GREENSIDE RIDGE APARTMENTS 1
1808 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.178885168678 30.388571678592),SHARLO TERRACE APARTMENTS 2
"6444 JONES CREEK RD, BLDG 6",BATON ROUGE,70817,,POINT (-91.019003305367 30.394896858487),IVY PARK APARTMENTS
10871 CHERRY HILL AVE,BATON ROUGE,70816,,POINT (-91.059672041654 30.413558977163),CHERRY BROOK APARTMENTS
3715 KEOKUK ST,BATON ROUGE,70805,,POINT (-91.160335574433 30.482227835581),APARTMENTS
515 GARDERE LN,BATON ROUGE,70810,,POINT (-91.121267634367 30.362418456037),TEAKWOOD VILLAGE APARTMENTS
1389 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.139903927597 30.460164933495),PROVINCIAL NORTH APARTMENTS
"4115 MOHICAN-PRESCOTT XOVR, BLDG 1",BATON ROUGE,70805,,POINT (-91.148998873413 30.486014294619),CHOCTAW LODGE APARTMENTS
10023 OLD SIEGEN LN,BATON ROUGE,70810,,POINT (-91.080466848166 30.357734053275),SIEGEN OAKS APARTMENTS
"1741 BRIGHTSIDE DR, BLDG K",BATON ROUGE,70820,,POINT (-91.178112248707 30.387392423467),THE GATES AT BRIGHTSIDE APARTMENTS
"2000 BRIGHTSIDE DR, BLDG 13",BATON ROUGE,70820,,POINT (-91.18040247789 30.388826838376),RETREAT AT BRIGHTSIDE APARTMENTS
10927 ALCO AVE,BATON ROUGE,70816,,POINT (-91.0589870058 30.410343130196),SOUTHPARK APARTMENTS VIII 3
683 N CARROLLTON AVE,BATON ROUGE,70806,,POINT (-91.123962892562 30.455783032929),GEORGETOWN APARTMENTS 2
3662 S COTTAGES AVE,BATON ROUGE,70816,,POINT (-91.056361800481 30.419923529225),COTTAGES AT SOUTHFORK APARTMENTS
1205 NORTH ST,BATON ROUGE,70802,,POINT (-91.17712679888 30.453047601789),THE ELYSIAN III APARTMENTS
2236 PERKINS RD,BATON ROUGE,70808,,POINT (-91.160716907618 30.429029198662),LA BELLE FOUNTAINE APARTMENTS
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
2455 WELDWOOD DR,BATON ROUGE,70816,,POINT (-91.020023934854 30.438193031056),LAKESIDE VILLAS APARTMENTS
12647 WARFIELD ST,BATON ROUGE,70815,,POINT (-91.042004476468 30.466554588796),CHERRY CREEK APARTMENTS
3399 ALASKA ST,BATON ROUGE,70803,,POINT (-91.183216795325 30.417653151464),WEST CAMPUS APARTMENTS BLDG #4
7596 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.106198384555 30.420061491558),MAISON BOCAGE APARTMENTS AND TOWNHOMES
850 N 5TH ST,BATON ROUGE,70802,,POINT (-91.185475964236 30.455110759033),CAPITOL VIEW APARTMENTS
1757 BOULEVARD DE PROVINCE,BATON ROUGE,70816,,POINT (-91.043674061995 30.438599530134),APARTMENTS
5029 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137770557795 30.441617818803),APARTMENTS
"422 LONGWOOD CT, APTS A-D",BATON ROUGE,70806,,POINT (-91.143931344512 30.445390793604),LONGWOOD COURT APARTMENTS
12529 COURSEY BLVD,BATON ROUGE,70816,,POINT (-91.039285024966 30.411670374613),SHERWOOD ACRES APARTMENTS
1720 BRIGHTSIDE DR,BATON ROUGE,70820,,POINT (-91.176905849831 30.388769350564),BRIGHTSIDE MANOR APARTMENTS
5156 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136697920655 30.440767652133),PATRICIAN APARTMENTS
1303 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140322200891 30.460608484667),PROVINCIAL NORTH APARTMENTS
1350 BOB PETTIT BLVD,BATON ROUGE,70820,,POINT (-91.182455780369 30.395723400339),RIVER ROAD APARTMENTS
11360 BARD AVE,BATON ROUGE,70815,,POINT (-91.057358659996 30.467695428687),PARK PLACE ON BARD APARTMENTS
12556 BROGDON LN,BATON ROUGE,70816,,POINT (-91.040705491048 30.404307530982),RELLIM PLACE APARTMENTS
6061 EVANGELINE ST,BATON ROUGE,70805,,POINT (-91.129825860351 30.493625059598),EVANGELINE APARTMENTS
"3000 JULY ST, BLDG 3",BATON ROUGE,70802,,POINT (-91.175246656536 30.421106070442),TIGER MANOR APARTMENTS
"6444 JONES CREEK RD, BLDG 8",BATON ROUGE,70817,,POINT (-91.019011961828 30.395728696312),IVY PARK APARTMENTS
10524 N OAK HILLS PKWY,BATON ROUGE,70810,,POINT (-91.103665409207 30.369727301352),APARTMENTS
4194 BURBANK DR,BATON ROUGE,70808,,POINT (-91.176881390315 30.401825081142),LARK BATON ROUGE APARTMENTS
747 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153162056597 30.440845280291),THE VILLAS APARTMENTS
910 BEN HUR RD,BATON ROUGE,70820,,POINT (-91.166030545912 30.387491994401),REDPOINT BATON ROUGE APARTMENTS
5445 ESSEN LN,BATON ROUGE,70809,,POINT (-91.104790093461 30.397890641747),SILVERSIDE PLANTATION APARTMENTS
10530 FLORIDA BLVD,BATON ROUGE,70815,,POINT (-91.067524041502 30.455540613194),BROADMOOR PLANTATION APARTMENTS
376 W ROOSEVELT ST,BATON ROUGE,70802,,POINT (-91.181203924345 30.42191384507),APARTMENTS
11888 OLD HAMMOND HWY,BATON ROUGE,70816,,POINT (-91.051421804236 30.438226665414),SPIRES OF SHERWOOD APARTMENTS
1943 SPARTA AVE,BATON ROUGE,70807,,POINT (-91.173374534382 30.556421174645),VILLAGE GREEN APARTMENTS 16
1293 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140576755405 30.460608855864),PROVINCIAL NORTH APARTMENTS
12111 DOVERWOOD DR,BATON ROUGE,70807,,POINT (-91.173027930912 30.5563656601),VILLAGE GREEN APARTMENTS
7808 N JEFFERSON PLACE CIR,BATON ROUGE,70809,,POINT (-91.104370336747 30.422199707929),MAISON BOCAGE APARTMENTS AND TOWNHOMES
1579 COLLEGE DR,BATON ROUGE,70808,,POINT (-91.133854500833 30.434895946204),OLE TOWNE APARTMENTS
2455 WELDWOOD DR,BATON ROUGE,70816,,POINT (-91.020023934854 30.438193031056),LAKESIDE VILLAS APARTMENTS
1527 N HARCO DR,BATON ROUGE,70815,,POINT (-91.042262310707 30.467373276263),CHERRY CREEK APARTMENTS
10008 AVENUE I,BATON ROUGE,70807,,POINT (-91.197689271795 30.535453192514),CRESTWORTH PLACE APARTMENTS
3647 COTTAGEWOOD DR,BATON ROUGE,70816,,POINT (-91.056743225444 30.420130996051),COTTAGES AT SOUTHFORK APARTMENTS
11406 BARD AVE,BATON ROUGE,70815,,POINT (-91.056969224021 30.467810732634),PARK PLACE ON BARD APARTMENTS
809 SUMMER BREEZE DR,BATON ROUGE,70810,,POINT (-91.117723505213 30.359110642181),SUMMERWOOD VILLAS APARTMENTS
417 E STATE ST,BATON ROUGE,70802,,POINT (-91.173470098146 30.419390499216),TIGER MANOR APARTMENTS
7804 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.104375562909 30.419905866899),MAISON BOCAGE APARTMENTS AND TOWNHOMES
"11555 SOUTHFORK AVE, BLDG B",BATON ROUGE,70816,,POINT (-91.056633388689 30.422091819277),REGENCY CLUB APARTMENTS
3037 BYRON ST,BATON ROUGE,70805,,POINT (-91.159785711559 30.493851105896),APARTMENTS
884 W GARFIELD ST,BATON ROUGE,70802,,POINT (-91.186928065637 30.422459376422),APARTMENTS
4005 NICHOLSON DR,BATON ROUGE,70808,,POINT (-91.178948722652 30.400327439992),SOUTHGATE TOWERS APARTMENTS
736 N 8TH ST,BATON ROUGE,70802,,POINT (-91.181876642529 30.454521591957),CASA APARTMENTS
"3002 MASON AVE, BLDG 123",BATON ROUGE,70805,,POINT (-91.161278549834 30.505413915251),MONTE SANO VILLAGE APARTMENTS
969 MONET DR,BATON ROUGE,70806,,POINT (-91.117757974199 30.458711198105),MONET MANOR I APARTMENTS
1219 N FOSTER DR,BATON ROUGE,70806,,POINT (-91.140288469244 30.459899350285),PROVINCIAL NORTH APARTMENTS
10707 INDUSTRIPLEX BLVD,BATON ROUGE,70809,,POINT (-91.065984255743 30.391498866573),THE HIDDEN OAKS AT SIEGEN APARTMENTS
11426 BARD AVE,BATON ROUGE,70815,,POINT (-91.056839632283 30.467547585264),PARK PLACE ON BARD APARTMENTS
3132 WYOMING ST,BATON ROUGE,70802,,POINT (-91.188839976961 30.41981545173),WEST CHIMES PLACE APARTMENTS
152 S FOSTER DR,BATON ROUGE,70806,,POINT (-91.13957093125 30.447850280745),PECAN ALLEY APARTMENTS
999 ROSENWALD RD,BATON ROUGE,70807,,POINT (-91.18308489375 30.531652531849),KELLY TERRACE APARTMENTS (EBRPHA)
8008 BLUEBONNET BLVD,BATON ROUGE,70810,,POINT (-91.100438831682 30.378291042581),THE PARK ON BLUEBONNET APARTMENTS
8225 YMCA PLAZA DR,BATON ROUGE,70810,,POINT (-91.076237929479 30.372509641425),THE HAVEN AT WINDERMERE APARTMENTS
7200 CYPRESS LAKES APARTMENT BLVD,BATON ROUGE,70809,,POINT (-91.054291432981 30.378878438632),CYPRESS LAKES APARTMENTS
"12400 JEFFERSON HWY, BLDG 25",BATON ROUGE,70816,,POINT (-91.044294531591 30.392032738977),JEFFERSON LAKES APARTMENTS
5004 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137450942034 30.44105820696),PATRICIAN APARTMENTS
10960 DARRYL DR,BATON ROUGE,70815,,POINT (-91.061270563372 30.46891750807),SHERWOOD OAKS APARTMENTS
665 CAROL MARIE DR,BATON ROUGE,70806,,POINT (-91.153807616015 30.441949004582),THE VILLAS APARTMENTS
"4915 ALVIN DARK AVE, BLDG 1507",BATON ROUGE,70820,,POINT (-91.17956640742 30.389892174847),SHARLO TERRACE APARTMENTS 1
5242 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136135746075 30.441264646678),PATRICIAN APARTMENTS
"10245 AIRLINE HWY, BLDG B",BATON ROUGE,70816,,POINT (-91.070902524942 30.418956690234),ROYAL PALMS APARTMENTS
1921 BRADFIELD AVE,BATON ROUGE,70807,,POINT (-91.17357032359 30.557109821491),VILLAGE GREEN APARTMENTS 9
5140 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.137023525592 30.440978845841),PATRICIAN APARTMENTS
"6444 JONES CREEK RD, BLDG 9",BATON ROUGE,70817,,POINT (-91.018650143687 30.394127810209),IVY PARK APARTMENTS
11557 COTTAGEVIEW LN,BATON ROUGE,70816,,POINT (-91.055631388113 30.421012711634),COTTAGES AT SOUTHFORK APARTMENTS
5680 PRESCOTT RD,BATON ROUGE,70805,,POINT (-91.133511036913 30.487448045822),APARTMENTS
5220 CLAYCUT RD,BATON ROUGE,70806,,POINT (-91.136013698322 30.440822204824),PATRICIAN APARTMENTS
11531 COTTAGECREEK RD,BATON ROUGE,70816,,POINT (-91.055733220949 30.419473963392),COTTAGES AT SOUTHFORK APARTMENTS
7956 JEFFERSON PLACE BLVD,BATON ROUGE,70809,,POINT (-91.103547445113 30.4219185379),MAISON BOCAGE APARTMENTS AND TOWNHOMES
